Izglītības iestāde,Liepājas 7. vidusskola,"Celmu iela 6, Liepāja, LV-3405"
Izglītības iestāde,Liepājas 8.vidusskola,"Dunikas iela 9/11, Liepāja, LV-3407"
Izglītības iestāde,J. Čakstes Liepājas pilsētas 10. vidusskola,"Alejas iela 16, Liepāja, LV-3401"
Izglītības iestāde,Liepājas Ezerkrasta sākumskola,"Lauku iela 54, Liepāja, LV-3411"
Izglītības iestāde,Liepājas Katoļu pamatskola,"Peldu iela 17, Liepāja, LV-3401"
Izglītības iestāde,"Privātsākumskola ""Varavīksne""","Republikas iela 23, Liepāja, LV-3401"
Izglītības iestāde,Amatas pamatskola,"Lielā iela 10, Ieriķi, Drabešu pag., Amatas nov., LV-4139"
Valsts iestāde,Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Madonas nodaļa,"Saules iela 17, Madona, Madonas nov., LV-4801"
Valsts iestāde,Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Valkas nodaļa,"Rūjienas iela 3D, Valka, Valkas nov., LV-4701"
Valsts iestāde,Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Alūksnes un Gulbenes nodaļa,"Lielā Ezera iela 6, Alūksne, Alūksnes nov., LV-4301"
Valsts iestāde,Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Alūksnes un Gulbenes nodaļa,"Ābeļu iela 8, Gulbene, Gulbenes nov., LV-4401"
Valsts iestāde,Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Limbažu nodaļa,"Jaunā iela 2A, Limbaži, Limbažu nov., LV-4001"
Valsts iestāde,Valsts probācijas dienesta Kurzemes reģiona teritoriālās struktūrvienības Talsu nodaļa,"Raiņa iela 12A, Talsi, Talsu nov., LV-3201"
Valsts iestāde,Valsts probācijas dienesta Kurzemes reģiona teritoriālās struktūrvienības Ventspils nodaļa,"Atpūtas iela 16, Ventspils, LV-3601"
Valsts iestāde,Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Balvu nodaļa,"Bērzpils iela 5, Balvi, Balvu nov., LV-4501"
Valsts iestāde,Valsts probācijas dienesta Latgales reģiona teritoriālā struktūrvienība / Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Daugavpils 1. nodaļa / Valsts probācijas dienesta Latgales reģiona teritoriālās struktūr,"Lāčplēša iela 41, Daugavpils, LV-5401"
Valsts iestāde,Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Krāslavas nodaļa,"Rēzeknes iela 33A, Krāslava, Krāslavas nov., LV-5601"
Valsts iestāde,Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Ludzas nodaļa,"Raiņa iela 16, Ludza, Ludzas nov., LV-5701"
Valsts iestāde,Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Preiļu nodaļa,"Talsu iela 2A, Preiļi, Preiļu nov., LV-5301"
Valsts iestāde,Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Rēzeknes nodaļa,"Atbrīvošanas aleja 93A, Rēzekne, LV-4601"
